word=The   count=511
word=Adam,   count=1
word=Universe   count=1
word=helpmate   count=2
word=wanting,   count=1
word=Which   count=2
word=life;   count=2
word=foxes   count=1
word=hunting,   count=1
word=pipestem   count=1
word=fists   count=3
word=hips.   count=1
word=shoulder   count=8
word=scrag   count=1
word=neck.   count=4
word=varmint,   count=1
word=went,   count=3
word=_He'd   count=1
word=all-wise   count=1
word=Creaytor   count=1
word=wife.   count=4
word=chaps   count=3
word=heartier   count=1
word=chorus,"   count=1
word=wives   count=1
word=slumber,   count=1
word=side;   count=1
word=awoke   count=1
word=beyeautiful   count=1
word=landlord   count=2
word=gazèd----'   count=1
word=not,"   count=3
word=Sarah--I   count=1
word=reely   count=1
word=tradesman!"   count=1
word=asks,   count=1
word="Old,   count=1
word=man,"   count=5
word=queer   count=1
word=randigal   count=1
word=blessèd   count=1
word=forethought   count=1
word=bestowed   count=1
word=friends,   count=3
word=chorus!"   count=1
word=eyebrows   count=1
word=reign   count=1
word=equal   count=3
word=tree!   count=2
word=ninth-part-of-a-man!   count=1
word=dear!   count=1
word=We'll   count=1
word=ashes   count=1
word=false   count=1
word=communications   count=1
word=manners,   count=1
word=peace   count=2
word=resolved   count=1
word=with,   count=1
word=name;   count=2
word=Oke,"   count=1
word=chalk   count=3
word=lords   count=1
word=can--Ready?   count=1
word=door:   count=3
word=Sarah   count=3
word=Landlord   count=6
word=flourish   count=2
word=Hancock--do   count=1
word=pound   count=1
word=promise,   count=1
word=date,   count=1
word=please--and   count=2
word=scholar.   count=1
word=tree,   count=3
word=tricks!"   count=1
word=earnest;   count=1
word=folks   count=8
word=man-o'-war,   count=1
word=smart   count=3
word=boat.   count=3
word=plane   count=1
word=ashen   count=1
word=ones,   count=1
word=sternboard,   count=1
word=_Indefatigable   count=8
word=trial   count=1
word=laughing   count=4
word=treating   count=4
word=joke.   count=1
word=view.   count=1
word=females,   count=2
word="French-built,   count=1
word=leaks   count=1
word=five-barred   count=1
word=year'   count=1
word=ago."   count=2
word=patched,   count=1
word=Admiralty's   count=1
word=isn't   count=2
word="Granted   count=1
word=crew.   count=2
word=maybe   count=7
word=reserves   count=1
word=weeks   count=4
word=fools   count=4
word=sends   count=1
word=crier   count=1
word='O-yessing'   count=1
word='em"--he   count=1
word=Climo   count=1
word=roughed-out   count=1
word=_nem.   count=1
word=con._   count=1
word=Roper   count=1
word=whackin'   count=1
word=creaming   count=1
word=wiry,   count=1
word="a   count=4
word=company;   count=1
word=he'll   count=1
word='ee."   count=1
word=dispute,   count=1
word=settled,   count=1
word=long-legged   count=1
word=rowed   count=4
word=2:   count=2
word=candidates.   count=1
word=1:   count=1
word=Stank   count=1
word=slack   count=1
word=sheaf   count=2
word=clays   count=1
word=she--   count=1
word=hear,   count=4
word="I've   count=3
word=slaps   count=1
word=hey?"   count=2
word=better."   count=1
word=stakes."   count=1
word=unlocked   count=1
word=strong-box,   count=1
word=pocketed   count=1
word=arm?"   count=1
word=talk,   count=1
word=door.   count=12
word=wife,   count=7
word=sleep   count=6
word=politely   count=1
word=stakes,"   count=1
word=Oke!--if   count=1
word=her."   count=2
word="They've   count=1
word=stroke."   count=1
word=gills   count=1
word=oughtn't   count=1
word=a-let   count=1
word=higgling   count=1
word=down.   count=2
word=Quay.   count=1
word=twitter,   count=1
word=back--he   count=1
word=hisself.   count=1
word=he've   count=1
word="Seth   count=1
word=Ede's   count=1
word=oar,"   count=1
word=mean.   count=1
word=He've   count=1
word=th'art."   count=1
word=pulls   count=1
word=thirty-nine   count=1
word=miles   count=8
word=Pomery's   count=1
word=told;   count=1
word=She's   count=2
word=bows:   count=1
word=she's   count=4
word=speed   count=1
word=fast,   count=4
word=_see_   count=1
word=clipping   count=1
word=Guppy   count=1
word=swore   count=4
word=lodge   count=1
word=however:   count=1
word="Saltash   count=1
word=improved   count=1
word=entered.   count=1
word=boats   count=1
word=practising;   count=1
word=earnest,   count=1
word=daresay,   count=2
word=timmersome,   count=1
word=dressed.   count=1
word=inclined   count=3
word=stuck   count=6
word=queue   count=1
word=onwomanly,"   count=1
word=upstairs   count=10
word=off!"   count=1
word=tarpaulin-hat,   count=1
word=narra   count=1
word=told,   count=3
word=men's   count=3
word=weights,   count=1
word=half;   count=2
word=bone;   count=1
word=Hancock,   count=2
word=four;   count=1
word=daughter   count=2
word=Wilhelmina,   count=1
word=bows,   count=1
word=handkerchiefs.   count=1
word=Jago,   count=1
word=steered.   count=1
word=_Nonpareil_   count=5
word=flag,   count=1
word=jerseys,   count=1
word=blue.   count=1
word=strokes,   count=2
word=finish--coming   count=1
word=stiffish   count=1
word=striking   count=3
word=course--and   count=1
word=flurried   count=1
word=justice,   count=2
word=sheer   count=4
word=somehow,   count=1
word=creeping   count=3
word=thirty-four   count=4
word=yards   count=16
word=Folks   count=1
word=shore   count=8
word=timed   count=1
word=watches.   count=1
word=feat,   count=1
word=verse   count=2
word=that!   count=1
word=clean   count=5
word=knocking   count=5
word=moorhen.   count=1
word=groaning   count=1
word=markboat   count=1
word=homeward   count=1
word=eighteen-stone   count=1
word=Irishman   count=1
word=leddies,   count=1
word=anyway!"   count=1
word=procession.   count=1
word="Eyes   count=1
word=level   count=3
word="Look   count=6
word=quicken!"--and   count=1
word=winning-gun   count=1
word=oars:   count=2
word=Sal!"   count=1
word=all!"   count=3
word=sorry   count=9
word=home:   count=2
word=Sal's   count=3
word=shake   count=4
word=ugliness   count=1
word=idleness   count=1
word=sweat   count=1
word=brow;   count=1
word=house-door:   count=1
word=She'd   count=1
word=workshop   count=1
word=spied   count=7
word=idol,   count=1
word=you?"   count=10
word="Work   count=1
word=home--go   count=1
word=you,"   count=4
word=cheerfully.   count=3
word=Smithers   count=1
word=waistcoat?"   count=1
word=not."   count=1
word=piously,   count=1
word=with.   count=1
word=wagering   count=1
word=disgrace   count=1
word=expect,"   count=1
word=winds   count=1
word=pairs   count=2
word=soles   count=1
word=brill   count=1
word=morning;   count=1
word=stitches   count=1
word=ever!   count=1
word=race;   count=1
word=Quay,   count=3
word=Sailor's   count=8
word=Hockaday   count=1
word=actions,   count=1
word=reason--specially   count=1
word="Supper!   count=1
word=Return?"   count=1
word="Just   count=2
word=Green   count=1
word=Dragon's   count=1
word=voted   count=1
word=roast   count=1
word=ducks   count=1
word="Settin'   count=1
word=s'pose?"   count=1
word=sneered.   count=1
word=kitchen,   count=1
word=stitched   count=2
word=_all_   count=1
word=fun,"   count=1
word=last:   count=1
word=strolled   count=1
word=perversity,   count=1
word=himself:   count=2
word=bone,   count=1
word=gone;   count=1
word=injured,   count=1
word=hurdy-gurdies,   count=1
word=field   count=2
word=cautious-like.   count=1
word=ships   count=3
word=choosing   count=2
word=Night   count=3
word=stock   count=1
word=nasty   count=1
word=wider   count=1
word=officer--he   count=1
word=swearing   count=1
word=snaps   count=1
word=officer.   count=1
word=_me_?--a   count=1
word=better,"   count=1
word="Beggin'   count=1
word=haul.   count=1
word=enjoyin'   count=1
word=theirselves   count=1
word=fellows,   count=3
word=interrupts,   count=1
word=affair,"   count=1
word=nibbled.   count=1
word=like;   count=1
word=poorer."   count=1
word=quay-door?"   count=1
word=alongside."   count=1
word=soberest   count=1
word=gang:   count=1
word=hill.   count=2
word=reads   count=2
word=stepping   count=3
word=shop-front.   count=1
word=said:   count=2
word=informers."   count=1
word=uncomfortable:   count=1
word=sailors,   count=1
word=swelling   count=1
word=barm.[2]   count=1
word=bar-room   count=1
word=crowded,   count=2
word=drinkers   count=1
word=protection-papers   count=1
word=pockets:   count=1
word=subject.   count=1
word=Among   count=3
word=Caius   count=2
word=cunning.   count=1
word=mutiny!"   count=1
word=careless-like,   count=1
word=sour.   count=1
word="We'd   count=1
word=who's   count=1
word=you--_you_,   count=1
word=monkey-fellow,   count=1
word=crossing   count=3
word=out,"   count=2
word=reckon."   count=2
word=man--but   count=1
word=conspicuous--"ah,   count=1
word=press-gang!   count=1
word=happens,   count=4
word=Hancock;   count=2
word='ee,"   count=1
word=drinking   count=2
word=invention,"   count=1
word=resource   count=1
word=race,   count=1
word=clock   count=1
word=dressing   count=2
word=story   count=3
word="Bejimbers,   count=1
word=standing   count=16
word=say!"   count=2
word="Far?   count=1
word=jolly   count=1
word=joke,   count=3
word=cross   count=7
word=pillaloo   count=1
word=outside;   count=1
word=Oke--Mr.   count=1
word=done!   count=1
word=gang!   count=1
word=kilt,   count=1
word=open.   count=3
word=somehow;   count=1
word=sick.   count=1
word=Pengelly   count=5
word="Where's   count=1
word=clasp-knife   count=1
word=long.   count=1
word=know!   count=1
word=Han't   count=1
word="There's   count=6
word=catching   count=7
word=weigh   count=2
word=lying   count=11
word=Yard;   count=1
word=crouched   count=3
word=hated   count=3
word=thinnest   count=1
word=clothes;   count=1
word=captain,   count=1
word=did--though   count=1
word=shouted,   count=3
word=poked   count=3
word="Ship   count=1
word="Want   count=1
word=slops   count=1
word='em,"   count=1
word=saluted,   count=1
word=message.   count=1
word=Everyone   count=1
word=knew,   count=1
word=mile.   count=1
word=ship,   count=2
word=abuse   count=1
word=bulwarks   count=1
word=Regatta,   count=1
word=guard-ship,   count=1
word=nightshirt.   count=1
word=ached   count=1
word=Point   count=1
word=thole-pins,   count=1
word=bottom-boards.   count=1
word=dying   count=5
word=groaned,   count=1
word=Sound   count=1
word=forlorn.   count=1
word=Bay,"   count=1
word=anchored   count=1
word=sea."   count=1
word=hour,   count=6
word=eased   count=2
word=sunshine   count=3
word=weighing   count=1
word=chain   count=2
word=sails   count=1
word=capstan,   count=1
word=officers   count=8
word=coat-tails.   count=1
word=Ann's   count=1
word=her!"   count=2
word=Small   count=1
word=casts   count=2
word=gasp.   count=1
word=tender!"   count=1
word=Bovisand   count=1
word=ginger-beer   count=1
word=distant,   count=1
word=frigate.   count=1
word=thwarts,   count=1
word=kick.   count=2
word=ordered,   count=1
word=creature   count=1
word="Pull   count=1
word=pull,   count=1
word=hatches.   count=1
word=overside   count=1
word=tender's   count=2
word=hold.   count=1
word=somebody   count=2
word=clung   count=3
word=hatchway   count=2
word=coaming,   count=1
word="Sally!"   count=1
word=screamed   count=3
word=stern   count=4
word=owned   count=2
word=sharp   count=3
word=salutes,   count=1
word=haul,   count=1
word=Sir--thanks   count=1
word=Hancock.   count=1
word=jail-delivery;   count=1
word=pigtail.   count=1
word=_Ranger_   count=1
word=frigate,   count=1
word=Captain.   count=1
word=grain   count=1
word=fashion:   count=1
word=law's   count=1
word=we're   count=3
word=make,   count=1
word=marry   count=2
word=unshredding   count=1
word=wonderment.   count=1
word=Rogers,"   count=1
word=came.   count=1
word=have,   count=3
word=sorrow,"   count=1
word=reckon,"   count=1
word=adds,   count=1
word=grateful   count=1
word=soothing   count=2
word=painting   count=1
word=water-colours.   count=1
word=preached   count=2
word=hitch   count=2
word=drops   count=2
word=thicket,   count=1
word=week.   count=1
word=shady   count=3
word=writings   count=1
word=Essex   count=5
word=content,   count=1
word=promoted   count=2
word=troop   count=8
word=journey,   count=1
word=drilling   count=1
word=army.   count=1
word=daily   count=1
word=harbour,   count=1
word=victuals   count=1
word=campaign   count=1
word=lock,   count=1
word=hopes   count=4
word=enemy   count=7
word=trumpet;   count=1
word=moors   count=1
word=Boconnoc   count=1
word=rebel   count=3
word=leisure,   count=1
word=recreation;   count=1
word=Lord!   count=2
word=soldiering!   count=1
word=others,"   count=1
word=realm   count=1
word=England,   count=2
word=scutcheons,   count=2
word=Earls   count=1
word=Lords   count=1
word=Dunster,   count=2
word=Conqueror--   count=1
word=Moion   count=1
word=li   count=1
word=maint   count=1
word=compagnon_,   count=1
word=remembered:   count=1
word=monument   count=1
word=royal   count=1
word=impaling   count=2
word=Philippa   count=1
word=slain   count=1
word=Courtenay's   count=1
word=torteaux   count=1
word=Redvers,   count=1
word=_or_,   count=3
word=label   count=2
word=_gules_.   count=1
word=Grosvenor,"   count=1
word=sinister   count=1
word=Redvers;   count=1
word=(originally   count=1
word=bendlets   count=1
word=(FitzWilliam);   count=1
word=painted,   count=1
word=outside,   count=3
word=scything   count=1
word=grass   count=2
word=scrap   count=2
word=shoulders--nor   count=1
word=clothing   count=1
word=year.   count=2
word=timidly,   count=1
word=coats-of-arms.   count=1
word=trice   count=3
word=taste   count=4
word=Sir."   count=4
word=avoiding   count=2
word=look.   count=1
word=patient.   count=1
word=stranger   count=1
word='Amen.'"   count=1
word=dexter--the   count=1
word=grasping   count=2
word=fleur-de-lys."   count=1
word=sable   count=1
word=Reginald   count=2
word=abbey   count=2
word=Somerset   count=1
word=Henry   count=1
word=Rome,   count=1
word=charters   count=1
word=Lent,   count=1
word=_Laetare   count=1
word=Jerusalem_,   count=1
word=England.   count=1
word=Mohun   count=3
word='a   count=1
word='Fair   count=1
word=son,'   count=1
word=Pope,   count=1
word=Duke,   count=1
word=Earl;   count=1
word='Holy   count=1
word=wherewithal   count=1
word=marks   count=1
word=_or_?   count=1
word=Scrope?"   count=1
word="Yours?"   count=1
word=manners.   count=2
word=contended."   count=1
word=Carminowe."   count=2
word=rerum_,"   count=1
word=lingers,   count=1
word=me--lingers   count=1
word=camp.   count=3
word=two?"   count=1
word=unmarried?"   count=1
word=volunteered   count=1
word=loyalty;   count=1
word=indignation   count=1
word=Parliament?   count=1
word=rare,   count=1
word=I;   count=3
word=quest   count=1
word=currents   count=1
word=swept   count=3
word=channel;   count=1
word=has!"   count=1
word=countermarched   count=1
word=for--how   count=1
word=years?--two   count=1
word=Majesty.   count=1
word=observed   count=2
word=bravado,   count=1
word=plunder;   count=1
word=craftier   count=1
word=insanely   count=1
word=risk;   count=1
word=calculators   count=1
word=fence   count=2
word=warfare,   count=1
word=groom   count=1
word=punctual   count=1
word=treasure   count=5
word=stung   count=1
word=Sir?"   count=3
word=churchyard.   count=3
word=beams   count=4
word=gravestones   count=1
word=waved   count=3
word="From   count=1
word=seas;   count=1
word=pointed;   count=1
word=green   count=3
word=son."   count=1
word=dissenting.   count=1
word=comfort,   count=1
word=lustily;   count=1
word=mount   count=2
word="Tell   count=1
word=rise.   count=1
word=dogs!   count=1
word=answer."   count=1
word=Horse   count=1
word=dared   count=2
word=cavalry,   count=2
word=side--in   count=1
word=carrying   count=3
word=boys,   count=1
word=braggart   count=1
word=letter."   count=1
word=(That   count=1
word=returned   count=3
word=vanity."   count=1
word=submission,   count=1
word=shirts."   count=1
word=dictated   count=1
word=way."   count=1
word=answer?"   count=3
word=volunteers,   count=1
word=grunted,   count=1
word=stirrup.   count=1
word=moreover   count=1
word="You,   count=2
word=forwards   count=1
word=defend?"   count=1
word=compliment;   count=1
word=angered,   count=1
word=Carminowe's   count=4
word=true.   count=1
word=civil   count=1
word=enlisted   count=1
word=gaze,   count=2
word=silently   count=2
word=hitherto   count=1
word=Digby   count=1
word=military   count=5
word=folly   count=2
word=afoot   count=1
word=inevitable,   count=1
word=Wyvern,"   count=1
word=Other   count=1
word=waste   count=5
word=between.   count=1
word=pistol-fire   count=1
word=harangue   count=1
word=troopers   count=5
word=trumpets   count=1
word=pistols,   count=2
word=wildfire   count=1
word=seasoned   count=1
word=army,   count=3
word=unsaddle   count=1
word=foes,   count=1
word=wheeling   count=1
word=instant,   count=2
word=round-pate,   count=1
word=stunned;   count=1
word=Lestithiel,   count=2
word=Boconnoc--a   count=1
word=tidal   count=1
word=Fowey   count=2
word=Dukes   count=1
word=Stannary   count=1
word=guard   count=9
word=suppose)   count=2
word=ceremonious   count=1
word=King;   count=1
word=fairness   count=1
word=grooming   count=1
word=incivility;   count=1
word=Humphrey   count=1
word=boot;   count=1
word=ribs.   count=1
word=fellows;   count=1
word=discovering   count=2
word=cards   count=4
word=dwelt   count=1
word=cheerfully;   count=1
word=Jacob   count=1
word=Astley's   count=1
word=forts   count=3
word=Haven   count=1
word=supplies   count=1
word=delayed.   count=2
word=CoMes   count=1
word=esseXIVs   count=1
word=English,   count=1
word="Long   count=1
word=Latin   count=3
word=Roman   count=7
word=Annus   count=1
word=1644:   count=1
word=way--   count=1
word=hundred_   count=1
word=_and_   count=3
word=_XXVVVV,   count=1
word=1644.   count=1
word=four_   count=1
word=private,   count=1
word=toys--on   count=1
word=only)   count=1
word=rope,   count=1
word=gone,   count=3
word=soldiers   count=8
word=him--and   count=1
word=cheer   count=1
word=aisle   count=2
word=uncertainly   count=1
word=misfortune)   count=1
word=over-delicate;   count=1
word=Sir--and   count=1
word=bowed   count=6
word=lucidly.   count=1
word=alive   count=1
word=growing,   count=1
word=mettle."   count=1
word=companions--as   count=1
word=fashion,   count=2
word=acquaintances.   count=1
word=estates,   count=2
word="have   count=1
word=worthier   count=1
word=Grylls."   count=1
word=greed   count=1
word=scandal)   count=1
word=hope?--though,   count=1
word=prevail,   count=1
word=days'   count=3
word=planning   count=1
word=coast   count=2
word=eaten   count=3
word=bare;   count=1
word=pannikin   count=1
word=yet,"   count=1
word=spy--though   count=1
word=too--stared   count=1
word=rope.   count=2
word=surely,"   count=1
word=Teath   count=1
word=duty,   count=2
word=Braddock   count=1
word=_Generis   count=1
word=Carminowes.   count=1
word=paint   count=3
word=blind   count=5
word=finished   count=2
word=gods:   count=1
word=gloomily   count=1
word=meaning.   count=1
word=hand:   count=1
word=cottage.   count=1
word=road;   count=1
word=cottage,   count=3
word=puzzling   count=1
word=lane,   count=1
word=picquet,   count=1
word='Give   count=1
word=say?'   count=1
word=hedge   count=2
word=stars   count=2
word=traitor;   count=1
word=dumbfoundered,   count=1
word=tell.   count=2
word=here;   count=2
word=to-morrow--supposing   count=1
word=mouth   count=6
word=ever.   count=2
word=infantry   count=4
word=Carminowe?"   count=1
word=shrugged   count=1
word=lantern-light,   count=2
word=outlines   count=1
word=blazonries:   count=1
word=difference.   count=1
word=arms;   count=1
word=controversy   count=1
word=armed   count=1
word=_azure_,   count=1
word=converse   count=1
word=dispute.   count=1
word=awake   count=3
word=Majesty--as   count=1
word=straws?"   count=1
word=posture,   count=2
word=motioned   count=2
word=puckered   count=1
word=brows   count=1
word=useful."   count=1
word=obediently,   count=1
word=rouse   count=1
word=caution;   count=1
word=staring,   count=1
word=muttered   count=2
word=endeavoured   count=1
word=wise.   count=2
word="Most   count=1
word=ingenious!"   count=1
word=Sir----"   count=1
word=chancel,   count=1
word=shone   count=3
word=altar   count=1
word=altar-step,   count=1
word=snoring.   count=1
word=bivouacked,   count=1
word=sentries   count=1
word=projects   count=1
word=beckoned   count=2
word=rays,   count=2
word=arch.   count=1
word=forward;   count=2
word=pointing   count=7
word=rises   count=1
word=approached,   count=2
word=belfries   count=1
word=Trecarrel's   count=2
word=knelt   count=2
word=eying   count=1
word=protest.   count=1
word=comrades   count=3
word=scraping   count=1
word=footstep   count=2
word=sure.   count=1
word=stealing   count=1
word="Blow   count=1
word=candle--the   count=1
word=alarm   count=1
word=stole   count=3
word=ladder's   count=2
word=bolt--or   count=1
word=sleepers   count=1
word=supposed   count=6
word=uncommon   count=1
word=rear.   count=2
word=dead;   count=1
word=nimbly--and   count=1
word=pavement   count=6
word=roar.   count=1
word="Hoist!"   count=1
word=rung.   count=2
word="'Hoist'   count=1
word="Hold   count=1
word=muskets.   count=1
word=stairway   count=1
word=midst   count=4
word=pale,   count=1
word=moon.   count=1
word=Directly   count=1
word=spiders,   count=1
word=ropes   count=5
word=swaying:   count=1
word=stiff   count=3
word=chamber,   count=2
word=move;   count=1
word=muskets,   count=2
word=shot;   count=2
word=skip.   count=1
word=bivouacs   count=1
word=windows.   count=1
word=angle   count=5
word=bullets--or   count=1
word=cleverer   count=2
word=marksmen   count=1
word=rooms   count=2
word=peppered   count=1
word=discovered,   count=1
word=heel,   count=1
word=Slipping   count=1
word=window-sconces   count=1
word=upon,   count=1
word=for,"   count=3
word=pause   count=2
word=contains   count=1
word=ours:   count=1
word=cannot."   count=1
word=crazed?"   count=1
word=already!   count=1
word=Grosvenors,   count=1
word=counter-paleys   count=1
word=towering   count=1
word=service,   count=2
word=shooting   count=2
word=disadvantage."   count=1
word=then:   count=2
word=prisoner   count=3
word=overlook   count=1
word=surrender."   count=1
word=mine;   count=1
word=engaging   count=1
word=solemnly   count=1
word=cricking   count=1
word=threatened,   count=2
word=fist.   count=1
word=mother's   count=2
word=smiling,   count=1
word=window--the   count=1
word=haste   count=2
word=Wyvern?"   count=1
word=praised,   count=2
word=southward!"   count=1
word=capering   count=1
word="Softly--softly!"   count=1
word="your   count=2
word=Go   count=2
word=rebels!"   count=1
word=Provost-Marshal's   count=3
word=remained   count=4
word=quiet--I   count=1
word=powder--there--right   count=1
word=pointed,   count=2
word=gentlemen,"   count=2
word="Will   count=3
word=decide."   count=1
word=whom--as   count=1
word=magnanimity   count=1
word=lives   count=5
word=yield   count=2
word=Judge   count=1
word=red-bearded   count=1
word=oath,   count=2
word=growling   count=1
word="surrender"   count=1
word=stomach.   count=1
word="Suppose   count=1
word=lead.   count=1
word=matter----"   count=1
word=army!   count=1
word=service?   count=1
word=then;   count=1
word=him!"   count=3
word=wills   count=1
word="Time   count=1
word="No!"   count=1
word=defiance   count=1
word=grossest   count=1
word=wall.   count=3
word=foundations   count=1
word=roar,   count=3
word=walls   count=5
word=split   count=3
word=downrush   count=2
word=gulf,   count=1
word=flame   count=2
word=ends.   count=1
word=cloud   count=1
word=dust,   count=1
word=lime.   count=1
word=limewash   count=1
word=cobwebs.   count=1
word=legs,   count=2
word=bruises,   count=1
word=particular,   count=1
word=scratch.   count=1
word=concussion,   count=1
word=gloom   count=1
word=throats.   count=1
word=clappers   count=1
word=swaying.   count=1
word=metal   count=1
word=falling;   count=1
word=panic   count=1
word=lowering   count=3
word=down;   count=1
word=steadied   count=1
word=comradeship   count=1
word=peril   count=2
word=said!   count=1
word=blown   count=2
word=tower-piers   count=1
word=windows:   count=1
word=nave,   count=1
word=shoeless   count=1
word=porch   count=7
word=overtook   count=3
word=dusty   count=1
word=hedgerow   count=1
word=REPORTED   count=1
word=Frenchman's   count=3
word=Creek   count=2
word=woods   count=3
word=southern   count=1
word=flows   count=1
word=paradise   count=1
word=meets   count=1
word=Falmouth   count=6
word=dreadful   count=4
word=Manacles--a   count=1
word=painted;   count=1
word=broad-bosomed,   count=1
word=crook'd,   count=1
word=brooding   count=1
word=flood   count=3
word=branches   count=2
word=spend   count=2
word=_Helford   count=1
word=Blessèd   count=1
word=River   count=1
word=sea...._   count=1
word=three-quarters   count=2
word=ferry-crossing   count=1
word=creek   count=5
word=explain.   count=1
word=unimportant   count=1
word=scenery.   count=1
word=verderer   count=1
word=affliction,   count=2
word=grandfather   count=29
word=forty-seven   count=1
word=Manaccan   count=5
word=cured   count=1
word=cussedness:   count=1
word=news.   count=2
word="Darn   count=1
word=ain't   count=1
word=_Bounty_   count=1
word=Later   count=1
word=experiences   count=1
word=Nore.   count=1
word="Now,   count=2
word=dogs!"--that's   count=1
word=grievances:   count=1
word=rope-end   count=1
word=sailing,   count=1
word=two's   count=1
word=eighteen-pound   count=1
word=Camperdown,   count=1
word=Copenhagen,   count=1
word=science,   count=1
word=Governor   count=1
word=South   count=1
word=forty-eight   count=1
word=irons   count=1
word=farewell   count=1
word=brass   count=1
word=band:   count=1
word=home,   count=5
word=Admiral;   count=1
word='seventeen,   count=1
word=Bligh   count=23
word=far-away   count=2
word=chart   count=1
word=pupil   count=1
word=Navy.   count=1
word=coach   count=9
word=June;   count=1
word=naval   count=2
word=Torpoint   count=4
word=Polwhele   count=26
word=hold,   count=2
word=Ferry   count=1
word=coming."   count=1
word=ferry-boat.   count=1
word=Deva,   count=1
word=minutes'   count=2
word=birds   count=2
word=singing,   count=1
word=gingerly   count=1
word=pattens,   count=1
word=luggage,   count=1
word=box-seat   count=1
word=skin,   count=1
word=thunder,   count=1
word=upstair,   count=1
word=bided   count=1
word=chambermaid   count=1
word=waiting.   count=1
word=danger's   count=1
word=Boots   count=1
word=trips   count=1
word=fluff   count=1
word=gentlemen!"   count=1
word=trust   count=1
word=waiting;   count=1
word=nervous!   count=1
word=girl;   count=1
word=storm   count=1
word=unfortunate   count=1
word=crossing--most   count=1
word=clothes,   count=4
word=rattling   count=4
word=soul--settling   count=1
word=wraps   count=1
word=seat,   count=3
word=cheek   count=2
word=truth--that   count=1
word=lazy,   count=1
word=insolent   count=2
word=threw   count=1
word=parlourmaid   count=1
word=lady,   count=5
word=herself,   count=1
word=blunderbuss   count=1
word=Sammy   count=4
word=Hosking,   count=1
word=marching   count=2
word=maintained,   count=1
word=shawl   count=3
word=scarlet,   count=1
word=hour.   count=1
word=shaking;   count=1
word=Guard   count=4
word=han't   count=1
word="Stop   count=1
word=hosses!"   count=1
word=yells   count=2
word=screams.   count=1
word=female?"   count=1
word=passion.   count=1
word="Mrs.   count=1
word=rudeness   count=1
word=fury,   count=1
word=Sharl   count=2
word=Dutch   count=1
word=belongings.   count=1
word=fashion.   count=2
word=landlady   count=1
word=innocent   count=2
word=lamb.   count=1
word=friend!"   count=2
word=Germans:   count=1
word=farm-boy   count=1
word=tempers.   count=1
word=Crown   count=3
word=snuff   count=3
word=kiss.   count=2
word=coach-roof,   count=1
word=pardon."   count=1
word=recover,   count=1
word=leans   count=1
word=down:   count=1
word=Germans,   count=1
word=doted   count=1
word=museum,"   count=1
word=declare.   count=1
word=thankful   count=1
word=dusted."   count=1
word=morning.   count=2
word=ill?"   count=1
word=Mary--my   count=1
word=poor,   count=4
word=pair.   count=1
word=post-boy   count=2
word=midnight   count=2
word=launched   count=2
word=hills   count=1
word=cost.   count=1
word=narrowly   count=1
word=Richard!   count=1
word="Because   count=2
word=parcels,   count=2
word=dearest.   count=1
word=chaises.   count=1
word=thousand   count=11
word=grumbled   count=1
word=piled   count=5
word=packages   count=1
word=trot,   count=1
word=bouncing   count=1
word=sings   count=3
word=wedged."   count=1
word=Austell,   count=1
word=husband.   count=1
word=Guernsey   count=1
word=merchant[3]   count=1
word=hulks   count=1
word=3:   count=1
word=Euphemistic   count=1
word="smugglers'   count=1
word=agent."]   count=1
word=I?   count=2
word=know;   count=1
word=broad   count=5
word=mysteries,"   count=1
word=careful,   count=1
word=out--you   count=1
word=Moldavia   count=1
word=Tuesday,   count=1
word=tired   count=2
word=dozed   count=2
word=good:   count=2
word=transhipped   count=1
word=cart,   count=1
word=Spry,   count=7
word=Calvin!"   count=3
word=bad--Mawnan   count=1
word=We've   count=1
word=_has_   count=1
word=answers,   count=2
word=halt,   count=1
word=flag.   count=1
word=asks:   count=1
word=parish?"   count=1
word=Billy   count=3
word=Johns   count=3
word=liquors.   count=1
word=bad."   count=1
word=outbreaks,"   count=1
word=please."   count=3
word=splashes   count=2
word=flags   count=3
word=fluttering.   count=1
word=puzzled,   count=2
word=him,"   count=2
word=hoped   count=3
word=say----"   count=1
word=halt.   count=2
word=minister   count=1
word=marriage   count=1
word=dazed   count=1
word=language   count=5
word=fly."   count=1
word="he's   count=1
word=lodgings   count=2
word=Widow   count=2
word=cider   count=1
word=sidle   count=1
word=friendly   count=2
word=weather,   count=2
word=capital,   count=1
word=annoy   count=1
word=talking?   count=1
word=dark:   count=2
word=digging--he   count=1
word=Parson's   count=6
word=matters.   count=1
word=discoursed,   count=1
word=out--   count=1
word=foreshore?"   count=1
word=burnt   count=2
word=a-got   count=2
word=sticking   count=1
word=frogs   count=1
word=toe."   count=1
word=curl-papers   count=1
word=midsummer--and   count=1
word=breeches   count=2
word=counterpane   count=1
word=risen   count=3
word=had,"   count=1
word="Some   count=1
word=pick,   count=1
word="Nonsense!"   count=1
word=overnight."   count=1
word=trace   count=1
word="Someone   count=1
word=moment----"   count=1
word=yard.   count=1
word="That'll   count=1
word=want,   count=2
word=theft   count=2
word=o'clock,   count=3
word=butter."   count=1
word=robbery.   count=1
word=garden-gate   count=1
word=rattled,   count=1
word=square-cut,   count=1
word=fierce-looking   count=1
word=blue,   count=2
word=tools   count=2
word="Good-mornin'!   count=1
word=visitor,   count=1
